,price,lotSize,age,landValue,livingArea,pctCollege,bedrooms,fireplaces,bathrooms,rooms,heating,fuel,sewer,waterfront,newConstruction,centralAir
578,496000,0.34,3,82400,3467,57,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
579,185000,0.11,83,87000,1250,57,3,0,1.5,5,hot water/steam,gas,public/commercial,No,No,No
580,125000,0.25,33,50000,1368,57,3,0,1.0,5,hot air,gas,public/commercial,No,No,No
581,286000,0.13,1,110200,1396,57,3,0,2.5,8,hot air,gas,public/commercial,No,No,No
582,269000,0.04,15,36000,2004,57,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
583,303374,0.12,1,56200,2242,57,3,0,3.0,6,hot air,gas,public/commercial,No,No,Yes
584,371165,0.39,0,85400,2786,57,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
585,287600,0.07,0,48200,2242,57,3,0,2.5,6,hot air,gas,public/commercial,No,No,Yes
586,131000,0.34,33,55400,1404,57,3,0,1.0,6,hot air,gas,public/commercial,No,No,No
587,187000,1.0,25,98500,1600,57,3,1,1.5,7,hot air,gas,septic,No,No,Yes
588,169000,0.04,103,36000,1408,57,2,0,1.0,3,hot air,gas,public/commercial,No,No,No
589,133500,0.21,37,59400,972,57,3,0,1.0,8,hot air,gas,public/commercial,No,No,No
590,620000,1.06,14,125100,4856,57,5,2,4.0,12,hot air,oil,septic,No,No,Yes
591,549254,0.25,0,63000,2885,57,3,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
592,280000,0.09,82,83000,1560,57,2,0,1.0,6,hot air,gas,public/commercial,No,No,No
593,135000,0.26,33,50600,1472,57,3,0,1.0,8,hot air,gas,public/commercial,No,No,No
594,195388,0.14,0,35200,2124,57,3,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
595,337020,0.15,1,114000,2162,57,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
596,330850,0.46,0,89600,2515,57,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
597,248495,0.63,0,98500,2294,57,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
598,120000,0.26,123,63300,1744,57,4,0,1.0,6,hot air,gas,public/commercial,No,No,No
599,240000,0.48,0,90800,2022,57,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
600,235000,0.22,34,72000,1578,57,3,0,2.0,8,hot water/steam,gas,public/commercial,No,No,Yes
601,500075,0.91,0,239300,3400,57,3,0,3.0,12,hot air,gas,public/commercial,Yes,No,Yes
602,240000,0.07,13,48200,1744,57,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
603,270000,0.46,0,89600,2560,57,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
604,225000,0.12,51,89000,1398,57,3,0,2.5,4,hot air,gas,public/commercial,No,No,Yes
605,280000,0.16,0,62600,2494,57,3,0,2.5,8,hot air,gas,public/commercial,No,No,Yes
606,225000,0.48,27,57800,2208,57,4,2,2.5,11,hot air,gas,public/commercial,No,No,Yes
607,248220,0.46,0,89600,2550,57,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
608,275000,0.03,16,27000,1812,57,2,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
609,137000,0.12,50,89000,1290,57,2,0,1.0,3,hot water/steam,gas,public/commercial,No,No,No
610,150000,0.14,16,52200,1172,57,2,0,2.0,3,hot air,gas,public/commercial,No,No,No
611,649000,1.04,10,192900,4128,57,3,2,3.5,12,hot air,gas,septic,No,No,Yes
612,195000,0.49,17,64400,1816,57,3,1,2.5,5,electric,electric,public/commercial,No,No,Yes
613,373200,0.65,4,99500,2628,57,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
614,169450,0.15,0,36000,1254,57,3,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
615,144200,0.15,113,54000,1660,57,4,1,1.5,9,hot air,gas,public/commercial,No,No,No
616,189900,0.5,43,73500,1850,57,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
617,166000,0.14,0,35200,1258,57,3,0,2.0,8,hot air,gas,public/commercial,No,No,Yes
618,160000,0.23,0,42400,1219,57,3,0,2.0,5,hot air,gas,public/commercial,No,No,Yes
619,327355,0.14,14,59400,1850,57,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
620,247000,0.29,9,52400,2103,57,3,0,2.5,7,hot air,gas,public/commercial,No,No,No
621,318000,0.23,3,73800,1806,57,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
622,341000,0.23,52,250000,1674,57,2,1,1.5,4,hot water/steam,gas,public/commercial,No,No,No
623,288650,0.08,0,49800,2242,57,3,0,2.5,10,hot air,gas,public/commercial,No,No,Yes
624,157000,0.03,103,27000,1408,57,3,0,1.5,4,hot air,gas,public/commercial,No,No,No
625,449000,1.0,20,124800,3457,57,3,2,2.5,12,electric,electric,septic,No,No,Yes
626,142000,0.16,28,50400,1728,57,3,0,1.5,6,hot air,gas,public/commercial,No,No,No
627,389000,1.0,16,125900,2354,57,3,2,2.5,6,electric,electric,septic,No,No,Yes
628,476000,0.42,4,87200,2246,57,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
629,249230,0.18,0,119700,1902,57,2,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
630,139900,0.3,30,53000,1178,57,3,0,1.0,7,hot air,gas,public/commercial,No,No,No
631,301900,0.73,0,103500,2896,57,4,1,3.5,11,hot air,gas,public/commercial,No,No,Yes
632,425000,1.03,24,124800,2457,57,3,1,3.0,9,hot air,gas,public/commercial,No,No,Yes
633,121000,0.25,32,50000,936,57,3,0,1.0,8,hot air,gas,public/commercial,No,No,No
634,150000,0.19,123,103000,934,57,2,0,1.0,7,hot water/steam,gas,public/commercial,No,No,No
635,138000,0.29,30,52400,1279,57,3,1,1.0,6,hot air,gas,public/commercial,No,No,No
636,199900,0.39,6,69400,1888,57,3,0,2.0,5,hot water/steam,gas,septic,No,No,No
637,145000,0.27,33,63700,1686,57,4,1,1.5,7,hot air,gas,public/commercial,No,No,No
638,465000,0.25,22,61000,2310,57,2,1,3.0,7,hot air,gas,public/commercial,No,No,Yes
639,158000,0.32,1,48200,1200,57,3,0,1.5,4,hot air,gas,public/commercial,No,No,Yes
640,375000,0.27,50,78800,1944,57,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
641,147783,0.36,51,50600,1184,57,3,0,1.0,5,electric,electric,septic,No,No,No
642,339000,0.36,3,83600,2000,57,3,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
643,267000,0.07,14,48200,1744,57,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
644,290000,0.12,3,108300,1620,57,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
645,271295,0.35,1,67000,2359,57,4,0,2.5,11,hot air,gas,public/commercial,No,No,Yes
646,278140,0.62,1,98000,2230,57,3,0,2.5,10,hot air,gas,public/commercial,No,No,Yes
647,138000,0.07,94,46800,1147,57,2,0,1.5,3,hot air,gas,public/commercial,No,No,No
648,367500,0.27,2,78200,2205,57,3,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
649,428500,0.42,4,87200,3243,57,4,0,2.5,11,hot air,gas,public/commercial,No,No,Yes
650,140000,0.48,34,57800,1431,57,3,0,1.5,5,hot air,gas,public/commercial,No,No,No
651,140000,0.36,35,56600,936,57,3,0,1.0,7,hot air,gas,public/commercial,No,No,No
652,145000,0.3,33,53000,1368,57,3,0,1.5,7,hot air,gas,public/commercial,No,No,Yes
653,280000,0.07,16,48200,1800,57,3,1,2.5,8,hot air,electric,public/commercial,No,No,Yes
654,190400,0.17,16,49500,1920,57,3,1,1.5,9,hot air,gas,public/commercial,No,No,No
655,267000,0.11,83,87000,1416,57,3,0,2.0,7,hot water/steam,gas,public/commercial,No,No,No
656,164900,0.14,77,93000,616,57,2,0,1.0,5,hot air,gas,public/commercial,No,No,No
657,280000,0.1,79,85000,1488,57,4,0,1.5,5,hot air,gas,public/commercial,No,No,No
658,225000,0.11,84,87000,1320,57,3,1,1.5,6,hot air,oil,public/commercial,No,No,No
659,148000,0.06,18,45800,1250,57,2,0,1.5,5,hot air,gas,public/commercial,No,No,Yes
660,165000,0.32,32,54200,1286,57,3,1,1.0,6,hot air,gas,public/commercial,No,No,Yes
661,340455,0.38,0,84800,2886,57,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
662,133000,0.42,36,60200,1279,57,3,1,1.0,4,hot air,gas,public/commercial,No,No,No
663,115540,0.2,104,56700,1074,57,3,0,1.0,7,hot air,gas,public/commercial,No,No,No
664,240000,0.58,52,78300,1304,57,3,1,1.0,4,hot water/steam,gas,septic,No,No,No
665,600000,0.04,17,36000,3191,57,3,2,3.5,12,hot air,gas,public/commercial,No,No,Yes
666,71500,0.3,44,64700,1056,57,3,0,1.0,5,hot water/steam,gas,public/commercial,No,No,No
667,189900,0.03,18,19200,1468,57,3,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
668,325000,0.08,115,81000,1598,57,3,0,1.5,6,hot water/steam,gas,public/commercial,No,No,No
669,280000,0.14,84,93000,1160,57,3,0,1.5,4,hot water/steam,gas,public/commercial,No,No,No
670,255000,0.12,104,89000,1028,57,2,0,1.0,5,hot air,gas,public/commercial,No,No,No
671,300000,0.2,104,105000,2014,57,6,0,1.0,11,hot water/steam,gas,public/commercial,No,No,No
672,106000,0.48,34,63800,1296,57,3,0,1.0,7,hot air,gas,public/commercial,No,No,No
673,139000,0.27,56,62500,932,57,2,0,1.0,3,hot air,gas,public/commercial,No,No,No
674,165000,0.06,15,45800,1290,57,3,1,1.5,5,hot air,gas,public/commercial,No,No,No
675,169000,0.17,19,37600,1448,57,2,0,1.5,5,hot air,gas,public/commercial,No,No,No
676,159400,0.24,29,49100,1368,57,3,0,1.0,5,hot air,gas,public/commercial,No,No,No
677,300000,0.87,25,90800,3046,57,4,1,1.5,11,hot water/steam,gas,septic,No,No,No
678,161000,0.23,32,48200,1272,57,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
679,230500,0.59,18,69500,1822,57,4,0,2.5,6,hot air,gas,public/commercial,No,No,Yes
680,220000,0.41,31,105700,1579,57,4,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
681,177900,0.29,32,52400,1660,57,4,1,1.5,7,hot air,gas,public/commercial,No,No,No
682,350000,0.32,36,144900,2452,57,3,1,2.5,10,hot water/steam,oil,public/commercial,No,No,No
683,335000,0.14,94,50200,2004,57,3,0,2.0,9,hot air,gas,public/commercial,No,No,Yes
684,597185,1.07,0,193200,4210,57,4,1,3.5,12,hot air,gas,septic,No,No,Yes
685,173000,0.33,32,54800,1640,57,4,0,1.5,9,hot air,gas,public/commercial,No,No,Yes
686,518000,0.17,144,99000,2847,57,3,1,1.5,7,hot water/steam,gas,public/commercial,No,No,No
687,212000,0.5,18,65000,1816,57,3,1,2.0,7,hot air,gas,public/commercial,No,No,Yes
688,149900,0.87,19,93300,2028,57,4,0,2.0,10,hot air,oil,public/commercial,No,No,No
689,140958,0.22,40,54500,775,57,2,0,1.0,7,hot water/steam,gas,public/commercial,No,No,No
690,95000,0.33,34,54800,1368,57,2,0,1.0,6,hot air,gas,public/commercial,No,No,No
691,161600,0.24,34,49100,936,57,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
692,351400,0.15,1,114000,1680,57,2,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
693,155000,0.3,33,53000,1368,57,3,0,1.0,6,hot air,gas,public/commercial,No,No,No
694,198500,0.4,34,53000,1326,57,3,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
695,276000,0.21,62,107000,1579,57,3,1,2.0,4,hot air,oil,public/commercial,No,No,Yes
696,167000,0.25,32,50000,1286,57,3,0,1.0,8,hot air,gas,public/commercial,No,No,No
697,227000,0.84,25,207700,2132,57,3,2,2.5,7,hot air,gas,public/commercial,No,No,Yes
698,405100,0.39,3,85400,2000,57,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
699,395000,0.14,3,112100,2222,57,3,0,2.5,6,hot air,gas,public/commercial,No,No,Yes
700,360000,0.41,99,139000,2641,57,4,0,2.0,9,hot water/steam,gas,public/commercial,No,No,No
701,775000,0.0,5,412600,2472,57,3,1,2.5,9,hot air,gas,septic,Yes,No,Yes
702,285000,0.07,16,48200,1926,57,2,2,3.0,6,hot air,electric,public/commercial,No,No,Yes
703,300000,0.12,4,108300,1534,57,3,0,2.5,8,hot air,gas,public/commercial,No,No,Yes
704,214000,0.25,39,44000,1490,57,3,0,1.5,4,hot air,gas,septic,No,No,No
705,229000,0.22,46,72000,1126,57,3,1,2.0,8,hot water/steam,gas,public/commercial,No,No,No
706,330000,0.23,33,61200,1435,57,3,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
707,146000,0.42,44,60200,1136,57,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
708,381500,0.15,2,114000,2162,57,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
709,430000,0.34,5,82400,2328,57,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
710,650000,0.43,2,87800,2754,57,3,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
711,194500,0.17,40,37600,1504,57,4,0,1.5,6,hot air,gas,septic,No,No,No
712,279000,0.39,14,58400,2473,57,4,1,3.5,7,hot air,gas,public/commercial,No,No,Yes
713,183000,0.31,35,47600,2072,57,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
714,195000,0.03,18,19200,1480,57,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
715,470000,0.17,135,99000,2096,57,3,2,2.5,8,hot air,gas,public/commercial,No,No,No
716,167000,0.11,80,50400,1050,57,2,0,1.0,6,hot water/steam,gas,public/commercial,No,No,No
717,309278,0.02,17,18000,1650,57,2,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
718,217500,0.34,26,92300,1596,57,3,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
719,200000,0.17,44,99000,979,57,3,0,2.0,8,hot water/steam,gas,public/commercial,No,No,No
720,199995,0.16,18,53800,1393,57,2,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
721,179000,0.46,44,70200,864,57,2,0,1.0,7,hot air,gas,public/commercial,No,No,No
722,329000,1.0,1,106800,2744,57,4,0,2.5,10,hot air,gas,septic,No,No,Yes
723,374900,0.06,15,46600,2300,57,3,1,3.0,10,hot air,gas,public/commercial,No,No,Yes
724,165000,0.29,34,52400,1612,57,3,1,1.0,5,hot air,gas,public/commercial,No,No,No
725,647000,1.08,14,193300,2640,57,4,1,2.5,12,hot air,gas,septic,No,No,Yes
726,315000,0.63,19,65500,775,57,1,0,1.0,6,hot air,oil,public/commercial,No,No,No
727,208000,0.34,26,49400,2470,57,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
728,405000,0.58,6,80000,3124,57,4,1,3.0,9,hot air,gas,septic,No,No,No
729,535000,1.0,14,192500,3254,57,4,1,2.5,12,hot air,gas,septic,No,No,Yes
730,184020,0.4,34,59000,1544,57,3,0,2.5,7,hot air,gas,public/commercial,No,No,No
731,95000,0.17,139,1900,1410,38,6,0,1.5,9,hot water/steam,gas,public/commercial,No,No,No
732,87550,0.46,44,2100,906,38,2,0,1.0,3,hot air,gas,septic,No,No,No
733,131000,0.23,66,3600,1512,38,3,1,1.0,8,hot air,gas,public/commercial,No,No,No
734,127000,0.2,77,3400,1232,38,3,1,1.0,8,hot air,gas,public/commercial,No,No,No
735,104695,0.21,54,3500,921,38,2,0,1.0,7,hot air,gas,public/commercial,No,No,No
736,120000,0.18,70,3100,1287,38,3,0,1.0,4,hot air,gas,public/commercial,No,No,No
737,278500,0.16,17,5200,2600,38,4,0,3.0,12,electric,electric,septic,No,No,No
738,75500,0.13,124,1500,1302,38,3,0,2.0,8,hot air,gas,public/commercial,No,No,No
739,121900,0.47,20,4700,1144,38,3,0,1.0,6,hot water/steam,gas,septic,No,No,No
740,208000,0.45,39,5500,1703,38,3,0,2.0,6,hot water/steam,gas,septic,No,No,No
741,151000,0.59,15,4500,1553,38,3,1,2.0,4,electric,electric,septic,No,No,No
742,138000,0.38,15,1700,1040,38,2,0,1.0,3,electric,electric,septic,No,No,No
743,229000,0.55,11,7500,2124,38,4,0,3.0,10,hot water/steam,gas,septic,No,No,No
744,130000,0.52,13,4500,1344,38,3,0,2.0,5,hot air,gas,septic,No,No,No
745,89900,0.46,66,3900,884,38,2,0,1.0,3,hot air,gas,septic,No,No,No
746,145000,0.76,11,3800,1812,38,3,0,1.5,7,hot air,oil,septic,No,No,No
747,86000,0.46,43,5500,880,38,3,0,1.0,4,hot air,gas,septic,No,No,No
748,95000,0.17,134,2300,1256,38,3,0,2.0,5,hot air,gas,public/commercial,No,No,No
749,195000,0.34,15,5000,1826,38,3,1,2.5,6,hot air,gas,septic,No,No,Yes
750,107325,0.1,126,1100,1134,38,3,0,1.5,7,hot air,gas,public/commercial,No,No,No
751,131000,0.54,41,5300,1916,38,4,1,2.5,8,hot air,gas,septic,No,No,No
752,166900,0.75,3,1700,1272,38,3,0,1.5,7,hot air,gas,septic,No,No,No
753,127000,0.43,39,4900,960,38,3,0,1.0,6,hot air,gas,septic,No,No,Yes
754,119000,0.15,65,2500,1152,38,2,0,1.5,4,hot air,gas,public/commercial,No,No,No
755,92509,0.52,13,4500,840,38,2,0,1.0,4,hot air,gas,septic,No,No,No
756,174000,0.46,34,5500,2106,38,5,0,2.0,11,hot air,gas,septic,No,No,No
757,180000,0.52,10,2500,1632,38,3,0,2.0,8,hot air,gas,septic,No,No,No
758,155000,0.41,9,300,1092,38,3,0,2.0,8,hot air,gas,septic,No,No,No
759,146500,0.44,25,13200,1634,57,3,1,1.5,8,hot air,gas,septic,No,No,Yes
760,162500,0.46,26,13800,1890,57,3,1,2.5,7,hot air,gas,septic,No,No,Yes
761,210000,0.48,32,18400,2224,57,5,2,2.5,11,hot air,gas,septic,No,No,No
762,165000,0.65,22,16500,1475,57,3,1,2.0,6,electric,electric,septic,No,No,No
763,123000,0.08,16,2100,1480,54,3,1,1.5,5,hot air,gas,public/commercial,No,No,No
764,150000,0.58,36,13300,1368,54,3,1,1.0,4,hot air,gas,septic,No,No,No
765,128900,0.14,7,7200,1200,36,3,0,1.0,8,hot air,gas,public/commercial,No,No,No
766,88100,0.14,0,7400,840,36,2,0,1.0,7,hot air,gas,public/commercial,No,No,Yes
767,175000,0.68,54,25900,1176,47,3,0,2.0,8,hot air,oil,public/commercial,No,No,No
768,120975,0.13,0,7400,1380,36,3,0,2.0,4,hot air,gas,public/commercial,No,Yes,No
769,147543,0.29,0,11300,1786,36,3,0,2.5,7,hot air,gas,septic,No,Yes,No
770,118000,0.22,17,3400,1480,54,3,0,1.5,4,hot air,gas,public/commercial,No,No,No
771,199000,0.5,13,15300,1574,54,3,1,1.5,7,hot water/steam,gas,public/commercial,No,No,No
772,79900,0.18,154,7500,950,54,2,0,1.5,5,hot air,oil,septic,No,No,No
773,279000,0.55,14,25300,3178,57,4,1,3.5,12,hot air,gas,public/commercial,No,No,Yes
774,90000,0.28,16,10600,1342,57,3,0,1.5,7,hot air,gas,septic,No,No,No
775,91900,0.35,20,12000,1336,57,2,1,1.5,5,electric,electric,septic,No,No,Yes
776,153000,0.25,10,8400,1542,54,3,0,2.5,6,hot air,gas,public/commercial,No,No,No
777,170000,2.68,11,21400,2272,54,4,1,3.5,8,hot water/steam,oil,septic,No,No,No
778,145200,0.2,15,3400,1480,54,2,1,2.5,4,hot air,gas,public/commercial,No,No,No
779,296000,0.02,8,14000,2506,57,4,2,2.5,10,hot air,gas,public/commercial,No,No,No
780,150000,0.37,1,15800,1852,30,4,0,2.0,6,hot air,oil,septic,No,No,No
781,86000,0.45,19,14000,1055,57,2,1,1.0,7,hot air,gas,septic,No,No,No
782,118000,0.36,21,40000,1392,57,3,0,1.5,7,hot air,gas,septic,No,No,No
783,155000,0.75,53,6500,1608,57,3,1,2.0,5,hot air,oil,septic,No,No,No
784,222500,0.69,15,16900,1564,57,3,1,2.0,6,hot air,gas,public/commercial,No,No,No
785,250000,0.46,17,18400,2068,57,4,1,2.5,10,hot air,gas,septic,No,No,Yes
786,365000,0.69,13,21900,2516,57,4,0,2.5,11,hot air,oil,septic,No,No,Yes
787,120000,0.89,14,19300,1684,38,4,0,1.5,5,electric,electric,septic,No,No,No
788,193000,0.47,18,14100,1481,57,3,0,1.5,5,hot water/steam,gas,septic,No,No,No
789,85568,0.15,67,2600,999,20,3,0,1.0,6,hot water/steam,oil,public/commercial,No,No,No
790,82000,0.46,17,4420,896,20,2,0,1.0,3,hot water/steam,oil,public/commercial,No,No,No
791,225000,0.77,50,3000,792,20,2,1,1.0,7,hot water/steam,oil,septic,No,No,No
792,240000,0.85,34,50400,2747,27,4,2,3.5,12,hot water/steam,oil,septic,No,No,No
793,234900,0.01,1,43300,2277,63,4,0,2.5,8,hot air,gas,public/commercial,No,Yes,Yes
794,112000,0.02,19,14900,1281,63,2,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
795,261000,0.57,14,43200,2462,63,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
796,400000,0.6,9,57000,2897,63,4,2,2.5,12,hot air,gas,public/commercial,No,No,Yes
797,310000,0.41,4,37600,2672,63,4,1,3.5,8,hot air,electric,public/commercial,No,No,Yes
798,182000,0.29,21,26300,1932,63,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
799,187500,0.47,11,25500,1320,63,3,0,2.5,7,hot air,gas,public/commercial,No,No,No
800,405000,0.61,6,23900,3296,63,4,1,2.5,12,hot air,gas,public/commercial,No,No,Yes
801,420000,1.14,6,82100,3279,63,4,1,3.0,11,hot air,gas,public/commercial,No,No,Yes
802,359000,0.48,4,37100,3204,63,4,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
803,120000,0.01,16,9900,1217,63,2,0,2.5,6,electric,electric,public/commercial,No,No,Yes
804,171500,0.31,37,21500,1782,63,3,1,1.5,6,hot water/steam,gas,public/commercial,No,No,No
805,159900,0.21,16,28800,1180,63,2,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
806,186500,0.21,16,28000,1452,63,3,1,2.0,8,hot air,electric,public/commercial,No,No,Yes
807,260000,0.46,13,36600,2140,63,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
808,115000,0.01,16,9900,1219,63,2,0,1.5,6,electric,electric,public/commercial,No,No,Yes
809,191000,0.44,39,24100,1518,63,4,1,1.5,5,hot water/steam,gas,public/commercial,No,No,No
810,355465,0.35,0,233000,3328,63,4,1,2.5,12,hot air,gas,public/commercial,No,Yes,Yes
811,339900,0.57,10,54600,2344,63,3,0,2.5,10,hot air,gas,public/commercial,No,No,Yes
812,90000,0.49,74,10600,960,23,2,0,1.0,7,hot air,gas,septic,No,No,No
813,245000,0.04,6,28800,1544,63,3,0,2.5,8,hot air,gas,public/commercial,No,No,No
814,320900,0.46,7,36400,2873,63,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
815,159000,0.22,18,29600,1180,63,2,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
816,174900,0.62,38,15100,1368,63,3,0,1.5,6,hot air,gas,septic,No,No,No
817,293500,0.49,10,38400,1904,63,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
818,210000,0.51,11,26900,1320,63,3,0,2.0,8,hot air,gas,public/commercial,No,No,No
819,182500,1.0,34,25200,1594,63,3,1,1.5,5,hot air,gas,septic,No,No,No
820,219900,0.46,8,38100,1847,63,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
821,370000,0.46,1,36600,3125,63,4,1,2.5,12,hot air,gas,public/commercial,No,Yes,Yes
822,286000,0.47,7,20000,2004,63,4,1,2.5,10,hot air,gas,public/commercial,No,No,No
823,169900,0.49,36,27800,1623,63,3,1,1.5,8,hot air,gas,public/commercial,No,No,Yes
824,161000,0.23,40,22000,1120,41,3,0,1.0,7,hot water/steam,oil,public/commercial,No,No,No
825,287000,0.36,2,53900,2363,63,5,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
826,315000,0.94,9,48200,2572,63,4,1,2.5,11,hot air,gas,public/commercial,No,No,No
827,177000,0.34,25,9200,1548,63,3,0,1.5,5,electric,electric,septic,No,No,No
828,332000,1.0,11,26700,2734,63,3,0,2.5,11,hot air,gas,public/commercial,No,No,Yes
829,249000,0.53,8,38800,1462,63,3,1,2.0,5,hot air,gas,public/commercial,No,No,Yes
830,179000,0.09,15,25500,1558,63,2,0,2.5,7,hot air,gas,public/commercial,No,No,No
831,150000,0.52,34,14000,1664,63,3,0,1.5,8,hot water/steam,oil,septic,No,No,No
832,225000,0.37,16,24500,1877,63,4,1,3.0,10,hot air,gas,public/commercial,No,No,No
833,182000,0.33,37,21400,1838,63,3,1,1.0,7,hot air,gas,public/commercial,No,No,No
834,329900,0.5,9,37800,2368,63,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
835,165000,0.33,32,22500,2104,63,5,1,1.5,11,hot water/steam,gas,public/commercial,No,No,No
836,180000,0.31,16,36800,1180,63,2,0,1.5,7,hot air,gas,public/commercial,No,No,No
837,321000,0.53,11,38800,2399,63,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
838,180000,0.11,15,15400,1232,63,2,1,1.5,4,hot air,gas,public/commercial,No,No,No
839,178000,0.14,17,19600,1180,63,2,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
840,279900,0.55,2,39500,2022,63,4,1,2.5,9,hot air,gas,public/commercial,No,No,No
841,179000,0.14,19,21000,1364,63,2,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
842,183000,0.15,17,21000,1343,63,2,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
843,500000,1.0,70,35900,1492,63,3,0,1.0,7,hot air,oil,septic,No,No,No
844,170000,0.37,37,24500,999,63,3,1,1.0,6,hot water/steam,gas,public/commercial,No,No,No
845,179000,0.34,24,27000,2102,54,3,1,2.5,9,hot air,gas,public/commercial,No,No,No
846,184900,0.32,18,27000,1656,54,3,1,1.5,4,hot air,gas,public/commercial,No,No,No
847,177500,0.33,18,27000,1561,54,3,0,1.5,7,hot air,electric,public/commercial,No,No,No
848,112500,0.15,19,15700,988,54,2,0,2.0,7,electric,electric,public/commercial,No,No,No
849,180000,0.32,17,27000,1765,54,5,1,2.0,9,hot water/steam,gas,public/commercial,No,No,No
850,10300,0.16,20,15700,912,54,2,1,1.5,4,electric,electric,public/commercial,No,No,No
851,137900,0.16,17,15100,1592,54,3,0,1.5,7,electric,electric,public/commercial,No,No,No
852,144000,0.06,54,3600,1344,54,5,0,1.0,8,electric,electric,public/commercial,No,No,No
853,131600,0.16,17,15100,1385,54,2,1,1.5,7,electric,electric,public/commercial,No,No,No
854,123500,0.15,17,15100,1385,54,2,0,1.5,5,electric,electric,public/commercial,No,No,No
855,123000,0.15,17,15100,1679,54,2,0,1.5,7,electric,electric,public/commercial,No,No,No
856,109000,0.15,20,15700,908,54,2,0,1.0,7,electric,electric,public/commercial,No,No,No
857,173000,0.31,16,27000,1527,54,2,1,2.0,5,hot air,gas,public/commercial,No,No,Yes
858,105000,0.16,20,15700,912,54,2,0,1.5,3,electric,electric,public/commercial,No,No,No
859,122500,0.15,18,15100,1184,54,2,0,1.5,3,electric,electric,public/commercial,No,No,No
860,191000,0.46,26,24500,1719,63,3,1,1.5,7,electric,electric,public/commercial,No,No,No
861,149000,0.16,19,15100,1080,54,2,1,1.0,6,electric,electric,septic,No,No,No
862,205000,0.33,16,27000,2118,54,4,1,2.0,9,electric,electric,public/commercial,No,No,No
863,225000,0.33,16,27000,2527,54,3,0,1.5,10,electric,electric,public/commercial,No,No,No
864,210000,0.49,15,25000,1592,54,3,1,1.5,8,hot air,gas,septic,No,No,No
