id_cliente;genero;jubilado;casado;hijos;meses_antiguedad;servicio_telefonico;multiples_lineas;servicio_internet;tipo_servicio_internet;antivirus_web;copia_seguridad;antivirus_dispositivo;soporte_tecnico;tv_streaming;peliculas_streaming;contrato;factura_papel;metodo_pago;monto_abono;monto_total;abandono
6923-AQONU;Hombre;0;1;1;23;1;0;0;0;2;2;2;2;2;2;3;0;Cheque papel;209;454;0
2172-EJXVF;Mujer;1;0;0;71;1;1;1;2;0;1;1;0;1;1;2;1;Cheque electronico;1059;752195;0
0897-FEGMU;Mujer;0;1;0;11;1;1;1;2;0;0;1;0;1;1;1;1;Cheque electronico;995;105695;1
7663-RGWBC;Hombre;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;1;Cheque papel;4415;4415;1
1120-BMWUB;Mujer;0;0;0;16;1;0;1;1;0;1;0;1;0;0;1;1;Cheque papel;539;83415;1
9124-LHCJQ;Mujer;0;0;0;1;1;1;1;2;0;0;0;0;0;1;1;1;Cheque papel;8545;8545;1
4536-PLEQY;Hombre;0;1;0;12;1;0;1;2;0;1;0;0;0;1;1;1;Debito automatico;8505;9998;0
7029-IJEJK;Mujer;0;0;0;54;0;2;1;1;1;0;0;1;0;1;2;0;Transferencia bancaria automatica;441;23697;0
8871-JLMHM;Mujer;0;1;0;68;1;1;1;2;0;1;1;1;0;0;3;0;Debito automatico;902;629765;0
2235-ZGKPT;Mujer;0;1;1;4;1;1;1;1;0;0;0;0;0;0;1;0;Cheque papel;5085;23955;1
3891-PUQOD;Mujer;0;0;1;1;1;0;1;1;0;0;1;0;0;1;1;0;Cheque electronico;592;592;1
5447-VYTKW;Hombre;0;0;0;27;1;0;1;1;1;0;0;1;0;0;1;0;Cheque papel;5345;146145;0
3623-FQBOX;Hombre;0;0;0;21;1;0;0;0;2;2;2;2;2;2;1;1;Cheque papel;1995;4164;0
0689-NKYLF;Hombre;0;0;0;13;1;0;1;2;0;0;1;0;1;0;1;1;Cheque electronico;832;10606;1
8659-HDIYE;Mujer;1;0;0;64;1;1;1;1;0;1;1;1;0;1;1;0;Debito automatico;7465;486935;0
3658-KIBGF;Mujer;0;0;0;1;1;0;1;1;1;1;0;0;0;0;1;1;Cheque electronico;549;549;1
3474-BAFSJ;Hombre;0;1;0;57;0;2;1;1;0;1;1;1;1;1;3;1;Transferencia bancaria automatica;575;326595;0
5519-YLDGW;Mujer;0;1;0;21;1;1;1;2;1;0;1;0;1;1;1;1;Cheque electronico;1039;22542;1
3865-ZFZIB;Hombre;0;0;0;19;1;0;0;0;2;2;2;2;2;2;3;0;Cheque papel;1965;35815;0
1855-AGAWH;Hombre;0;1;0;31;1;0;1;2;0;0;1;0;1;1;2;1;Cheque electronico;938;29398;0
7109-CQYUZ;Hombre;0;0;0;52;1;1;1;1;1;1;1;1;1;1;3;1;Cheque papel;8925;46524;0
1370-GGAWX;Mujer;0;0;0;46;1;1;1;2;0;1;1;0;0;1;2;1;Cheque electronico;9415;440845;0
4680-KUTAJ;Mujer;1;0;0;11;1;1;1;1;1;0;0;0;0;0;1;1;Cheque electronico;556;5808;0
5307-UVGNB;Mujer;0;1;1;53;0;2;1;1;1;1;1;0;0;1;1;1;Transferencia bancaria automatica;487;24952;0
4946-EDSEW;Mujer;0;1;1;11;1;0;0;0;2;2;2;2;2;2;1;1;Cheque papel;1925;1803;1
2883-ILGWO;Hombre;1;0;0;57;1;1;1;2;0;1;0;1;1;1;1;1;Transferencia bancaria automatica;1049;591395;0
2516-VQRRV;Mujer;1;0;0;2;1;1;1;2;0;0;0;0;0;0;1;1;Cheque papel;7545;1584;1
7580-UGXNC;Mujer;1;0;0;2;1;0;1;1;1;1;0;0;0;0;1;0;Cheque papel;5485;1042;1
3642-BYHDO;Mujer;0;1;1;71;1;0;0;0;2;2;2;2;2;2;3;0;Transferencia bancaria automatica;199;138935;0
9629-NHXFW;Mujer;0;1;1;1;1;0;0;0;2;2;2;2;2;2;1;1;Cheque papel;194;194;0
2696-RZVZW;Hombre;0;1;0;68;1;1;0;0;2;2;2;2;2;2;3;0;Debito automatico;2505;16292;0
5766-FTRTS;Hombre;0;1;0;72;1;0;1;1;1;1;1;1;1;1;3;0;Cheque papel;8445;60331;0
0396-HUJBP;Mujer;0;0;0;2;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;193;444;0
5178-LMXOP;Hombre;1;1;0;1;1;1;1;2;0;0;0;0;1;1;1;1;Cheque electronico;951;951;1
8879-ZKJOF;Mujer;0;0;0;41;1;0;1;1;1;0;1;1;1;1;2;1;Transferencia bancaria automatica;7985;332075;0
6285-FTQBF;Hombre;0;1;1;72;1;1;0;0;2;2;2;2;2;2;3;0;Debito automatico;2555;18677;0
8185-UPYBR;Hombre;0;1;0;6;1;1;1;2;0;0;0;0;0;0;1;1;Cheque electronico;755;438;1
4585-HETAI;Mujer;0;1;1;4;1;0;1;2;0;0;1;0;0;0;1;1;Cheque electronico;7375;32545;1
7526-BEZQB;Hombre;0;0;0;12;1;1;1;2;0;0;0;0;1;1;1;1;Cheque electronico;9605;11481;1
1474-JUWSM;Mujer;0;1;0;58;1;1;1;1;1;0;0;1;0;1;2;1;Cheque electronico;684;397225;0
3530-CRZSB;Mujer;0;0;0;7;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;2065;1559;0
8498-XXGWA;Mujer;0;1;0;65;1;0;1;1;1;0;1;0;0;0;1;1;Cheque papel;5515;367315;0
9617-INGJY;Hombre;0;0;0;1;1;0;1;2;0;0;0;0;0;0;1;1;Cheque papel;706;706;0
0621-TSSMU;Hombre;0;1;0;56;1;0;0;0;2;2;2;2;2;2;2;0;Debito automatico;1995;112675;0
7234-KMNRQ;Hombre;0;0;0;4;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;19;7345;0
7636-PEPNS;Mujer;0;1;1;58;1;0;1;1;0;0;0;0;0;0;2;1;Cheque papel;441;241305;0
4683-WYDOU;Hombre;0;1;0;62;1;1;1;2;0;0;1;1;1;1;3;1;Transferencia bancaria automatica;1076;69127;0
9052-DHNKM;Hombre;0;0;0;26;1;1;1;1;1;1;0;0;0;0;2;0;Cheque electronico;6155;158195;0
6794-HKIAJ;Hombre;0;0;0;62;1;1;1;2;1;1;1;0;0;0;1;0;Transferencia bancaria automatica;907;558645;0
5578-NKCXI;Mujer;0;1;1;58;1;0;1;2;1;1;0;0;1;1;2;0;Debito automatico;9925;584665;0
1642-HMARX;Mujer;0;1;0;68;1;1;1;1;1;1;1;1;1;1;3;1;Cheque electronico;917;64247;0
3096-WPXBT;Mujer;0;1;1;61;1;1;1;2;1;1;1;0;0;1;2;1;Debito automatico;1007;601865;0
8434-PNQZX;Mujer;0;0;0;42;1;1;1;1;0;0;1;1;1;1;3;1;Debito automatico;7845;33734;0
5950-AAAGJ;Hombre;0;0;0;18;1;1;1;2;0;0;0;0;1;0;1;0;Transferencia bancaria automatica;843;15379;0
4299-OPXEJ;Mujer;0;0;0;56;1;0;0;0;2;2;2;2;2;2;3;1;Transferencia bancaria automatica;1955;108055;0
4951-UKAAQ;Mujer;0;0;0;4;1;1;1;2;0;1;0;0;0;1;1;1;Cheque electronico;8895;3552;1
9618-LFJRU;Mujer;0;0;0;4;1;0;0;0;2;2;2;2;2;2;1;0;Debito automatico;2045;8285;0
6693-DJWTY;Mujer;0;0;1;35;1;0;1;1;1;1;0;0;0;0;2;0;Debito automatico;556;201645;0
0744-GKNGE;Mujer;0;1;1;64;1;1;1;2;1;0;0;1;0;0;1;1;Transferencia bancaria automatica;868;532725;0
6447-EGDIV;Mujer;0;0;0;31;1;0;0;0;2;2;2;2;2;2;2;0;Cheque papel;2095;68325;0
1167-OYZJF;Mujer;1;1;0;67;1;0;0;0;2;2;2;2;2;2;3;1;Transferencia bancaria automatica;2005;126305;0
2108-YKQTY;Mujer;0;0;0;4;1;0;1;1;0;1;0;0;0;0;1;0;Debito automatico;507;1513;1
4806-DXQCE;Mujer;1;1;0;70;1;1;1;2;1;1;1;1;1;1;3;1;Cheque electronico;11365;771465;0
4918-QLLIW;Hombre;0;0;0;3;1;0;1;1;0;0;0;0;1;0;1;0;Debito automatico;534;1887;1
7056-IMHCC;Hombre;1;1;0;53;1;1;1;2;0;1;0;0;1;1;1;1;Cheque electronico;1019;55494;1
4854-SSLTN;Hombre;0;1;1;2;1;0;1;1;1;1;0;1;0;0;3;0;Cheque papel;595;1305;0
5294-DMSFH;Mujer;0;1;1;29;1;0;1;2;0;0;0;0;1;1;1;1;Debito automatico;878;262175;0
4837-PZTIC;Mujer;0;0;0;47;0;2;1;1;1;0;1;1;0;0;3;0;Cheque papel;419;187525;0
1625-JAIIY;Mujer;0;1;1;68;1;1;1;2;0;0;0;0;1;0;2;1;Cheque electronico;83;56858;1
0603-OLQDC;Hombre;0;0;1;12;1;0;1;1;1;0;0;0;1;1;1;1;Cheque papel;6985;8375;0
3272-VUHPV;Mujer;0;1;1;8;1;0;1;1;0;1;0;1;0;0;1;0;Transferencia bancaria automatica;563;4015;0
4176-FXYBO;Hombre;0;1;0;54;1;1;1;2;1;1;1;0;1;1;1;0;Cheque electronico;10955;611895;0
1063-DHQJF;Hombre;0;1;1;69;1;0;1;2;0;1;0;1;1;0;3;1;Cheque papel;9215;64809;0
8663-UPDGF;Mujer;0;0;0;26;1;1;1;1;1;1;0;0;1;0;1;1;Transferencia bancaria automatica;695;180005;0
6719-FGEDO;Mujer;0;1;0;72;1;1;1;2;1;1;1;1;0;0;3;1;Transferencia bancaria automatica;97;71042;0
1837-YQUCE;Mujer;0;0;0;70;0;2;1;1;1;0;1;1;1;1;3;1;Transferencia bancaria automatica;5835;421425;0
2947-DOMLJ;Hombre;0;0;1;1;1;0;1;1;1;0;0;0;0;0;1;0;Cheque papel;506;506;1
4112-LUEIZ;Hombre;0;0;0;10;1;0;1;2;0;0;0;0;1;1;1;1;Cheque electronico;895;8631;1
0369-ZGOVK;Mujer;0;1;1;28;1;0;1;2;0;0;0;0;0;0;2;1;Transferencia bancaria automatica;704;19922;0
4510-HIMLV;Hombre;0;0;0;1;1;0;1;2;0;0;0;0;0;0;1;1;Cheque electronico;698;698;1
9919-KNPOO;Mujer;0;1;0;21;1;1;1;2;0;0;0;0;1;1;1;1;Cheque electronico;943;194835;0
8749-JMNKX;Hombre;1;1;0;51;1;1;1;2;1;0;1;0;1;0;1;1;Transferencia bancaria automatica;938;475095;1
7872-BAAZR;Mujer;0;1;1;53;1;0;0;0;2;2;2;2;2;2;2;0;Transferencia bancaria automatica;1955;10079;0
9391-LMANN;Hombre;0;0;1;53;1;0;1;2;1;1;1;0;0;1;2;0;Cheque electronico;9595;50369;0
2430-USGXP;Hombre;0;1;0;24;1;1;1;2;0;0;1;0;1;1;1;1;Cheque electronico;10105;23918;1
8174-TBVCF;Mujer;0;1;0;70;1;1;1;1;1;1;1;1;1;1;3;1;Debito automatico;948;685905;0
1698-XFZCI;Hombre;0;0;0;61;1;1;1;2;1;1;1;0;1;1;2;1;Cheque electronico;10775;65219;0
1877-HKBQX;Mujer;0;0;0;11;1;0;1;1;1;0;0;1;0;0;2;1;Cheque papel;546;61785;0
4450-DLLMH;Hombre;0;0;0;2;1;0;1;2;0;0;0;0;0;0;1;1;Debito automatico;713;15775;0
0428-AXXLJ;Hombre;0;0;0;25;1;0;0;0;2;2;2;2;2;2;2;1;Transferencia bancaria automatica;195;5163;0
2746-DIJLO;Mujer;0;0;0;41;1;1;1;1;0;1;0;0;0;0;2;1;Debito automatico;563;2364;0
5955-ERIHD;Hombre;0;1;0;18;1;1;1;2;0;0;0;0;1;1;1;1;Cheque electronico;947;168795;1
0917-EZOLA;Hombre;1;1;0;72;1;1;1;2;0;1;1;0;1;1;3;1;Transferencia bancaria automatica;10415;768995;1
3508-VLHCZ;Mujer;0;1;1;71;1;1;1;1;1;1;1;1;1;1;3;1;Debito automatico;9055;623905;0
4086-ATNFV;Mujer;0;1;1;34;1;0;1;1;1;1;1;0;0;0;2;1;Cheque papel;608;204205;0
0468-YRPXN;Hombre;0;0;0;29;1;0;1;2;0;0;1;1;1;1;1;1;Debito automatico;988;28071;0
5996-NRVXR;Hombre;1;1;0;40;1;0;1;2;1;1;1;1;1;0;2;1;Debito automatico;9815;41168;0
3739-YBWAB;Hombre;0;1;0;36;0;2;1;1;1;0;1;0;0;0;2;0;Cheque papel;3535;131795;0
7047-FWEYA;Mujer;0;1;0;46;1;1;1;2;0;1;0;1;1;1;2;1;Cheque electronico;10315;459465;0
2000-MPKCA;Mujer;0;0;0;58;1;1;1;2;1;1;1;0;1;1;2;1;Cheque electronico;10775;633275;0
9762-YAQAA;Hombre;0;0;0;39;1;1;1;2;0;1;0;0;0;0;2;0;Debito automatico;814;321375;0
5949-EBSQK;Hombre;0;1;1;4;1;0;1;1;0;0;0;1;0;1;1;0;Debito automatico;6145;22955;1
5473-KHBPS;Mujer;0;1;1;52;1;1;1;2;0;1;1;0;1;0;2;1;Debito automatico;957;497615;0
0100-DUVFC;Hombre;1;1;0;70;1;1;1;2;0;1;1;0;1;1;2;1;Cheque electronico;1048;730895;0
5397-TUPSH;Hombre;1;1;0;65;1;0;1;2;0;0;0;0;0;0;2;1;Transferencia bancaria automatica;7095;45552;0
8950-MTZNV;Hombre;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;1;Cheque papel;4495;4495;0
0326-VDYXE;Mujer;0;1;0;70;1;1;1;2;0;0;1;0;1;1;2;1;Cheque electronico;9765;69825;0
6773-LQTVT;Mujer;1;1;1;29;0;2;1;1;0;1;1;0;0;0;1;1;Cheque papel;3565;102515;0
7274-RTAPZ;Hombre;0;0;0;1;1;0;1;2;0;0;0;0;1;1;1;1;Cheque electronico;9055;9055;1
0436-TWFFZ;Mujer;0;0;0;67;1;1;1;1;1;0;1;1;1;1;3;1;Cheque papel;8525;57142;0
8566-YPRGL;Mujer;0;0;0;1;1;0;0;0;2;2;2;2;2;2;1;1;Cheque papel;195;195;0
0311-UNPFF;Mujer;0;0;0;26;1;0;1;2;0;0;0;0;1;1;1;1;Transferencia bancaria automatica;888;227435;1
6609-MXJHJ;Mujer;0;1;1;30;1;1;0;0;2;2;2;2;2;2;3;1;Cheque papel;251;78955;0
2669-OIDSD;Mujer;0;1;0;48;1;0;1;2;0;0;1;1;1;1;1;1;Debito automatico;10005;4834;0
8400-WZICQ;Mujer;0;1;1;55;1;0;1;1;1;1;0;0;0;0;1;0;Cheque electronico;557;31318;0
3834-XUIFC;Hombre;0;0;0;7;1;1;1;2;0;0;0;0;0;1;1;1;Cheque papel;852;60255;1
9576-SYUHJ;Hombre;0;0;0;37;1;1;1;2;1;0;0;0;1;0;1;1;Cheque electronico;9115;336925;0
0410-IPFTY;Mujer;0;1;0;31;1;0;1;2;0;1;0;0;0;1;1;1;Transferencia bancaria automatica;8385;267415;0
2831-EBWRN;Hombre;0;0;0;4;1;0;1;1;0;0;0;0;0;0;1;1;Cheque electronico;459;19975;0
9430-NKQLY;Hombre;0;1;1;72;1;1;0;0;2;2;2;2;2;2;3;1;Debito automatico;251;17908;0
8414-MYSHR;Hombre;1;0;0;5;1;0;1;2;0;0;0;0;1;1;1;1;Cheque electronico;914;44975;1
0247-SLUJI;Hombre;0;1;1;1;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;197;197;0
9402-ORRAH;Mujer;1;0;0;15;1;0;1;2;0;0;0;0;1;1;1;1;Cheque electronico;915;14003;0
6483-OATDN;Hombre;0;1;1;8;1;0;1;1;1;0;0;0;0;0;1;1;Debito automatico;513;4116;0
1293-HHSHJ;Mujer;0;0;0;35;1;0;0;0;2;2;2;2;2;2;2;0;Cheque papel;211;741;0
4840-ORQXB;Mujer;1;0;0;56;1;1;1;2;0;1;1;0;1;1;1;0;Cheque electronico;10475;584135;0
7599-FKVXZ;Hombre;0;1;0;42;1;1;1;2;0;0;1;1;1;1;1;1;Transferencia bancaria automatica;10615;45127;1
3982-DQLUS;Hombre;1;1;1;65;1;1;1;2;1;1;0;0;0;0;1;1;Cheque electronico;8575;568845;0
8610-ZIKJJ;Mujer;0;1;1;2;1;0;0;0;2;2;2;2;2;2;2;0;Cheque papel;203;319;0
3756-VNWDH;Hombre;1;1;0;65;1;1;1;2;1;0;0;0;1;1;2;1;Cheque electronico;10075;667465;0
7801-KICAO;Mujer;0;0;0;18;1;1;1;2;0;0;0;0;0;0;1;1;Cheque electronico;7415;134575;0
7673-LPRNY;Mujer;0;0;0;23;1;1;1;1;1;0;1;0;1;1;2;1;Cheque electronico;7855;184305;0
8229-TNIQA;Mujer;0;0;0;4;1;0;1;1;0;0;0;0;0;0;1;1;Cheque papel;453;19695;1
6060-QBMGV;Hombre;0;1;0;70;1;0;0;0;2;2;2;2;2;2;3;0;Debito automatico;1985;14338;0
7339-POGZN;Mujer;0;0;0;4;1;1;1;1;0;0;0;0;0;0;1;0;Cheque electronico;507;21455;0
2828-SLQPF;Hombre;0;0;0;19;1;0;1;1;0;0;0;0;0;0;1;1;Transferencia bancaria automatica;45;86585;0
4465-VDKIQ;Mujer;0;0;0;18;1;0;1;2;0;1;1;0;0;0;1;0;Cheque electronico;778;13586;0
2921-XWDJH;Mujer;1;1;0;38;1;0;1;2;1;0;0;0;0;1;1;1;Cheque electronico;8345;314715;0
6221-AVQYL;Hombre;0;0;0;2;1;1;1;2;0;0;0;0;0;0;1;1;Debito automatico;7325;13105;1
2558-BUOZZ;Hombre;0;0;0;47;1;1;1;2;1;1;0;0;1;0;2;0;Transferencia bancaria automatica;948;453585;0
9257-AZMTZ;Mujer;0;1;1;52;1;0;0;0;2;2;2;2;2;2;3;0;Transferencia bancaria automatica;201;107875;0
0003-MKNFE;Hombre;0;0;0;9;1;1;1;1;0;0;0;0;0;1;1;0;Cheque papel;599;5424;0
0975-UYDTX;Mujer;0;1;0;26;1;1;1;1;1;1;1;1;1;1;2;1;Debito automatico;901;231255;0
7743-EXURX;Hombre;0;1;1;8;1;0;1;1;0;0;1;0;0;0;1;1;Cheque electronico;5105;41505;1
4682-BLBUC;Hombre;0;1;0;44;1;0;1;1;0;1;1;1;1;0;2;1;Cheque electronico;7095;325045;0
0975-VOOVL;Mujer;0;0;0;3;0;2;1;1;0;1;0;0;0;0;1;0;Cheque papel;292;985;0
5968-VXZLG;Hombre;0;0;0;2;1;0;1;1;0;0;0;0;0;0;1;1;Transferencia bancaria automatica;466;879;0
5569-KGJHX;Mujer;0;1;1;9;1;1;1;2;0;0;0;0;1;0;1;1;Transferencia bancaria automatica;8535;75465;1
4988-IQIGL;Hombre;1;0;0;1;1;1;1;2;0;0;0;0;0;0;1;1;Cheque electronico;7535;7535;1
5201-FRKKS;Hombre;0;0;0;25;1;0;1;2;1;0;0;0;0;0;1;0;Transferencia bancaria automatica;743;195225;0
9799-CAYJJ;Mujer;1;1;0;2;1;0;1;2;0;0;0;0;0;0;1;1;Cheque electronico;693;1538;0
7730-IUTDZ;Hombre;0;0;0;43;1;0;1;2;1;0;0;0;0;0;1;1;Cheque electronico;752;31986;1
0426-TIRNE;Mujer;0;0;0;1;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;209;209;1
5443-SCMKX;Mujer;0;1;0;58;1;1;1;2;0;1;1;0;0;1;2;1;Cheque electronico;943;561015;0
8295-KMENE;Mujer;0;1;1;59;1;1;1;1;1;0;1;1;1;0;3;1;Cheque papel;7645;45195;0
6738-ISCBM;Hombre;0;0;0;44;0;2;1;1;1;0;1;0;1;1;2;1;Cheque electronico;54;244025;0
9821-BESNZ;Hombre;0;0;0;66;1;1;1;2;0;1;0;1;1;1;2;1;Cheque electronico;10425;68606;0
3678-MNGZX;Hombre;0;1;1;68;1;0;0;0;2;2;2;2;2;2;3;0;Transferencia bancaria automatica;1995;13777;0
1335-NTIUC;Hombre;0;0;0;9;0;2;1;1;0;0;0;0;0;0;1;1;Cheque electronico;2495;19025;0
2916-BQZLN;Hombre;0;0;0;19;1;1;1;2;1;0;1;0;0;0;1;1;Cheque electronico;8475;165195;0
4558-CGYCZ;Hombre;0;0;0;4;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;1975;783;0
2368-GAKKQ;Mujer;0;0;0;70;1;1;1;2;1;1;1;1;1;1;3;1;Transferencia bancaria automatica;11365;793925;0
8710-YGLWG;Hombre;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;1;Cheque papel;449;449;0
3199-XGZCY;Mujer;0;0;0;8;1;1;1;2;0;0;0;0;0;0;1;1;Cheque electronico;7525;5767;0
3785-KTYSH;Hombre;0;0;0;53;1;1;0;0;2;2;2;2;2;2;3;0;Cheque papel;246;1279;0
6814-ZPWFQ;Hombre;1;0;0;51;1;1;0;0;2;2;2;2;2;2;2;0;Transferencia bancaria automatica;25;12607;0
4063-EIKNQ;Hombre;0;1;1;11;1;0;0;0;2;2;2;2;2;2;1;0;Transferencia bancaria automatica;2095;26735;0
6993-YCOBK;Hombre;0;1;1;60;1;1;1;2;1;0;1;1;1;1;3;1;Cheque electronico;1106;658685;0
5206-HPJKM;Hombre;0;0;0;17;1;0;1;1;1;1;0;0;0;0;1;1;Debito automatico;555;93415;0
7587-RZNME;Hombre;0;0;0;3;1;0;1;1;0;0;0;0;0;0;1;1;Cheque electronico;433;12365;1
0748-RDGGM;Hombre;0;1;0;70;1;0;1;2;1;1;1;1;1;1;2;1;Transferencia bancaria automatica;1095;753465;1
8393-JMVMB;Hombre;0;0;0;1;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;1945;1945;0
5019-GQVCR;Hombre;1;0;0;43;1;1;1;2;0;0;0;0;1;0;1;1;Cheque electronico;8485;36456;0
6036-TTFYU;Mujer;0;1;0;16;1;0;0;0;2;2;2;2;2;2;1;0;Cheque papel;196;31445;0
2550-AEVRU;Mujer;0;1;1;57;1;0;1;1;1;1;0;0;0;0;2;0;Cheque electronico;5345;3053;0
0969-RGKCU;Hombre;0;1;1;37;1;0;0;0;2;2;2;2;2;2;2;0;Debito automatico;198;67705;0
0378-CJKPV;Mujer;0;1;0;72;1;1;1;2;1;1;1;1;1;1;3;0;Debito automatico;1121;796595;0
4706-AXVKM;Mujer;1;0;0;11;1;1;1;2;0;0;0;0;0;1;1;1;Debito automatico;848;90685;1
5889-JTMUL;Mujer;1;1;0;50;1;1;1;2;0;1;1;0;1;0;1;1;Cheque electronico;9505;48887;1
9026-RNUJS;Hombre;1;0;0;5;1;0;1;1;0;0;1;0;0;0;1;0;Cheque electronico;5035;23725;1
3746-EUBYR;Hombre;0;1;0;1;1;1;1;2;0;0;0;0;0;0;1;1;Transferencia bancaria automatica;746;746;1
2332-EFBJY;Hombre;0;0;0;16;1;0;0;0;2;2;2;2;2;2;1;1;Cheque papel;197;3424;1
2880-FPNAE;Hombre;1;1;0;2;1;0;1;2;0;0;1;0;0;0;1;1;Cheque electronico;742;1401;0
1703-MGIAB;Mujer;0;0;0;17;1;1;1;1;0;0;1;1;1;0;1;1;Cheque papel;69;1108;0
4311-QTTAI;Mujer;0;0;0;16;1;0;0;0;2;2;2;2;2;2;2;0;Debito automatico;1935;29555;0
9474-PHLYD;Mujer;0;0;0;15;1;0;1;1;0;0;1;0;0;1;1;1;Cheque electronico;5945;89265;1
4318-RAJVY;Mujer;0;0;0;10;1;0;0;0;2;2;2;2;2;2;2;1;Cheque papel;198;19825;0
2165-VOEGB;Mujer;0;0;1;46;1;0;1;2;1;1;0;1;1;1;2;1;Transferencia bancaria automatica;1052;482285;1
3612-YUNGG;Hombre;0;1;1;64;1;1;1;2;0;1;1;1;1;1;3;1;Debito automatico;1092;674115;0
2254-DLXRI;Mujer;0;0;0;1;1;1;1;2;0;1;0;0;0;0;1;1;Cheque papel;7915;7915;0
5062-CJJKH;Hombre;0;1;1;25;1;0;1;1;0;1;1;0;0;0;2;0;Cheque papel;5365;135545;0
9028-LIHRP;Hombre;0;1;1;71;1;0;1;2;1;1;1;1;1;0;3;0;Debito automatico;1002;7209;0
2219-MVUSO;Hombre;0;0;0;8;1;0;1;1;0;0;0;0;0;0;1;1;Cheque papel;4515;4384;1
1053-MXTTK;Mujer;0;1;1;72;1;0;1;2;1;1;1;1;1;1;3;1;Transferencia bancaria automatica;10865;772635;0
1530-ZTDOZ;Mujer;0;1;0;49;0;2;1;1;1;0;0;0;1;0;1;0;Transferencia bancaria automatica;4065;207075;0
1301-LOPVR;Hombre;0;1;1;29;0;2;1;1;1;1;1;1;0;1;2;1;Debito automatico;5535;163695;0
0853-TWRVK;Hombre;0;1;0;72;1;1;1;2;1;1;1;1;0;1;3;0;Transferencia bancaria automatica;1056;75815;0
8914-RBTSB;Hombre;0;1;0;31;1;1;1;2;0;1;1;0;1;0;1;0;Cheque electronico;938;30195;1
6212-ATMLK;Mujer;0;0;0;50;1;1;1;2;0;0;0;0;1;1;1;1;Cheque electronico;957;472975;0
8200-LGKSR;Hombre;0;1;0;71;1;1;1;1;1;0;1;1;1;1;3;0;Cheque electronico;832;61261;0
1568-BEKZM;Hombre;1;1;0;70;1;1;1;1;1;1;1;1;1;1;3;0;Debito automatico;9005;63334;0
0670-ANMUU;Hombre;0;0;0;71;1;1;1;2;1;0;0;1;0;1;2;0;Debito automatico;9765;668785;0
6897-RWMUB;Hombre;0;1;1;61;1;0;1;1;1;1;1;1;0;0;3;1;Transferencia bancaria automatica;6805;415825;0
0963-ZBDRN;Hombre;0;0;0;32;1;0;1;2;0;0;0;1;1;1;1;1;Cheque electronico;962;31834;1
7594-RQHXR;Mujer;0;0;1;1;1;0;1;2;0;0;0;0;0;1;1;1;Cheque electronico;796;796;1
6999-CHVCF;Hombre;0;0;0;68;1;1;1;2;1;1;1;0;0;1;3;1;Transferencia bancaria automatica;1021;714935;0
6134-KWTBV;Hombre;0;0;0;62;1;1;0;0;2;2;2;2;2;2;3;0;Transferencia bancaria automatica;234;142965;0
1077-HUUJM;Mujer;0;0;1;7;1;0;1;2;0;0;0;0;0;0;1;1;Cheque electronico;7105;47265;0
6331-EWIEB;Hombre;0;0;0;20;1;1;1;2;0;0;0;0;1;0;1;1;Cheque electronico;8525;17345;1
0895-LNKRC;Hombre;0;1;1;6;1;0;0;0;2;2;2;2;2;2;2;0;Cheque papel;1945;1135;0
2045-BMBTJ;Mujer;1;0;0;33;0;2;1;1;1;1;1;0;1;1;1;1;Transferencia bancaria automatica;5945;188465;0
8417-GSODA;Hombre;0;1;1;28;1;1;1;2;0;0;0;0;1;1;2;0;Transferencia bancaria automatica;922;256815;0
5171-EPLKN;Hombre;0;0;0;27;1;0;0;0;2;2;2;2;2;2;3;0;Debito automatico;1985;470;0
4452-QIIEB;Hombre;0;0;0;7;1;0;1;1;0;0;0;0;0;0;1;0;Cheque papel;439;2784;0
5998-VVEJY;Hombre;0;0;0;26;1;1;1;2;0;0;0;1;0;0;1;1;Cheque electronico;805;20888;1
1624-NALOJ;Hombre;1;0;0;5;1;1;1;2;0;1;0;0;0;1;1;1;Cheque electronico;898;5026;1
6741-EGCBI;Hombre;1;0;0;30;1;1;1;2;1;0;0;0;0;1;1;1;Debito automatico;905;259585;0
7820-ZYGNY;Hombre;0;0;0;63;1;1;1;2;0;1;0;0;0;1;2;0;Debito automatico;9045;58255;0
4317-VTEOA;Hombre;0;0;0;1;1;0;1;1;0;1;0;0;0;0;1;1;Cheque electronico;5075;5075;1
9677-AVKED;Mujer;0;0;1;53;1;1;1;1;0;1;1;1;1;1;2;1;Cheque electronico;846;444975;0
1670-SVOWZ;Mujer;0;1;1;14;1;0;1;2;0;1;0;1;0;1;1;1;Debito automatico;8965;120835;1
2227-JRSJX;Mujer;0;0;0;21;1;0;1;2;0;1;0;1;1;1;1;1;Transferencia bancaria automatica;9915;19564;0
