customerID;gender;SeniorCitizen;Partner;Dependents;Months with the company;PhoneService;MultipleLines;InternetService;OnlineSecurity;OnlineBackup;DeviceProtection;TechSupport;StreamingTV;StreamingMovies;Contract;PaperlessBilling;PaymentMethod;MonthlyCharges;TotalCharges;Churn
4873-ILOLJ;Male;0;No;No;24;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9035;22385;Yes
4727-MCYZG;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;Yes;Month-to-month;No;Mailed check;5555;5555;No
9481-WHGWY;Female;0;Yes;Yes;70;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;Two year;No;Credit card (automatic);7535;543775;No
2725-KXXWT;Male;0;Yes;No;1;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9075;9075;Yes
9565-DJPIB;Female;0;No;Yes;4;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;No;Mailed check;896;36565;Yes
4328-VUFWD;Female;0;No;No;39;Yes;No;DSL;No;No;No;Yes;No;Yes;One year;No;Electronic check;593;220915;No
3301-LSLWQ;Female;0;No;No;29;Yes;Yes;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;661;191215;No
7473-ZBDSN;Female;0;Yes;Yes;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;188;25555;No
3166-PNEOF;Female;0;No;No;61;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);8645;51753;No
5639-NTUPK;Male;0;No;Yes;13;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);521;67065;No
8780-YRMTT;Female;0;No;No;66;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Mailed check;474;317725;No
8348-HFYIV;Male;0;No;No;2;No;No phone service;DSL;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;4925;9035;Yes
5140-FOMCQ;Female;0;Yes;No;59;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;One year;Yes;Credit card (automatic);10915;655775;No
6242-SGYTS;Male;0;Yes;Yes;62;Yes;Yes;Fiber optic;Yes;Yes;No;No;Yes;No;One year;Yes;Credit card (automatic);9495;579185;No
8166-ORCHU;Male;1;Yes;No;33;Yes;No;Fiber optic;Yes;Yes;No;Yes;No;Yes;One year;Yes;Electronic check;9355;30555;No
8414-OOEEL;Male;0;No;Yes;66;Yes;No;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);795;51961;No
8454-AATJP;Female;0;No;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);11505;8405;No
6849-WLEYG;Male;0;No;Yes;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1975;1975;Yes
4659-NZRUF;Female;0;No;No;19;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;9515;178925;Yes
4531-AUZNK;Female;0;Yes;Yes;51;Yes;Yes;Fiber optic;Yes;No;No;Yes;Yes;No;One year;Yes;Mailed check;9515;500005;No
4191-XOVOM;Male;0;No;No;63;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;No;Electronic check;1054;67132;No
2150-OEGBV;Male;0;No;No;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);201;5626;No
8429-XIBUM;Male;0;No;No;22;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);10135;23171;Yes
1855-CFULU;Female;1;No;No;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2005;9145;No
4878-BUNFV;Male;0;Yes;Yes;42;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;207;82885;No
1872-EBWSC;Female;0;No;No;29;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;2035;61735;No
2608-BHKFN;Female;0;No;No;4;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);7005;2669;Yes
7026-YMSBE;Male;0;No;No;30;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;197;62505;No
7341-LXCAF;Male;0;Yes;No;4;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7465;3014;Yes
6997-UVGOX;Male;0;Yes;Yes;71;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);8545;60299;No
9674-EHPPG;Male;0;Yes;No;46;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Credit card (automatic);404;18427;No
9462-MJUAW;Male;0;No;No;4;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;504;2066;Yes
8128-YVJRG;Female;0;No;No;7;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Mailed check;7965;6047;Yes
5440-VHLUL;Male;0;No;No;69;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1052;738605;No
5781-BKHOP;Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;No;Bank transfer (automatic);10065;733405;No
4283-FUTGF;Male;1;No;No;19;Yes;Yes;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;7985;147175;Yes
5213-TWWJU;Male;0;No;No;28;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;No;Electronic check;91;262615;No
1569-TTNYJ;Male;0;Yes;No;5;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;7875;4121;Yes
8628-MFKAX;Female;1;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);11675;827705;No
2397-BRLOM;Male;1;Yes;Yes;8;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);8045;58345;Yes
7629-WIXZF;Female;0;No;No;7;Yes;No;DSL;Yes;No;No;No;No;Yes;One year;Yes;Electronic check;591;36925;No
5445-GLVOT;Female;0;No;No;22;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;498;104905;No
3976-HXHCE;Male;0;No;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);193;14148;No
2466-NEJOJ;Male;0;Yes;Yes;8;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);1965;16975;No
0254-KCJGT;Male;0;Yes;No;52;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;One year;Yes;Credit card (automatic);814;435445;No
5472-CVMDX;Female;0;No;No;68;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Two year;No;Mailed check;389;27192;No
6461-SZMCV;Female;0;Yes;No;71;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);8795;636535;No
8150-QUDFX;Male;0;No;No;2;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1985;516;No
9508-ILZDG;Female;1;No;No;34;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;No;Month-to-month;Yes;Electronic check;9635;319025;No
2346-DJQTB;Female;0;No;No;35;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;2415;8125;No
1697-LYYYX;Female;0;Yes;Yes;61;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);191;11438;No
1942-OQFRW;Male;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;44;44;No
4749-VFKVB;Female;0;No;No;1;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;501;501;Yes
9640-ZSLDC;Female;0;Yes;Yes;53;Yes;No;DSL;No;No;Yes;No;No;Yes;One year;No;Credit card (automatic);606;3297;No
4231-LZUYM;Female;0;Yes;No;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2565;1887;No
7598-UAASY;Male;0;Yes;No;2;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;764;1518;Yes
7938-OUHIO;Male;0;No;No;3;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;987;29365;Yes
8510-AWCXC;Female;1;No;No;13;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;1008;13081;Yes
6128-AQBMT;Male;1;Yes;No;41;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;5395;22154;No
3594-BDSOA;Female;0;Yes;No;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);204;4828;No
0431-APWVY;Female;0;Yes;Yes;28;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;Yes;Bank transfer (automatic);901;259895;Yes
5133-VRSAB;Male;0;No;No;8;No;No phone service;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;2935;21645;No
5996-DAOQL;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2045;2045;No
6838-YAUVY;Female;0;No;No;54;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;Yes;Two year;Yes;Bank transfer (automatic);951;506485;No
0484-JPBRU;Male;0;No;No;41;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Bank transfer (automatic);2525;99645;No
7883-ROJOC;Female;0;Yes;No;19;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;449;83965;No
0244-LGNFY;Female;0;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);9265;6733;No
7274-CGTOD;Male;0;No;No;62;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);437;26183;No
4295-YURET;Female;1;Yes;Yes;56;Yes;No;DSL;Yes;No;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);726;408435;No
3426-NIYYL;Male;0;No;No;15;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;5155;7655;Yes
8225-BTJAU;Male;1;No;No;10;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;7925;79355;Yes
4635-EJYPD;Male;0;Yes;Yes;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1895;61395;No
1866-ZSLJM;Male;0;No;No;21;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);205;40285;No
4636-TVXVG;Male;0;Yes;Yes;62;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);1995;12448;No
4236-UJPWO;Female;0;No;No;2;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Electronic check;245;464;No
9392-XBGTD;Male;0;No;Yes;27;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;206;58185;No
3387-VATUS;Male;0;No;No;5;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);9485;4628;Yes
6402-SSEJG;Female;0;No;No;25;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;One year;No;Electronic check;6105;15402;No
1143-NMNQJ;Female;0;No;No;2;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;857;1698;Yes
1169-SAOCL;Male;0;No;No;49;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);10665;51681;No
1110-KYLGQ;Female;0;No;No;63;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);10825;67801;No
9929-PLVPA;Female;0;No;Yes;4;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);204;945;No
3518-PZXZQ;Female;0;Yes;No;1;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;Yes;Mailed check;553;553;No
2371-JUNGC;Male;0;No;No;11;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2025;208;No
7693-QPEFS;Male;1;No;No;52;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);7295;382975;No
0924-BJCRC;Female;1;Yes;No;60;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;No;Electronic check;8945;52946;No
5074-FBGHB;Male;0;No;No;64;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);10465;68898;No
2351-BKRZW;Female;0;Yes;Yes;43;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Two year;No;Bank transfer (automatic);752;325435;No
4455-BFSPD;Female;0;Yes;No;61;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;One year;No;Bank transfer (automatic);10115;63839;No
0415-MOSGF;Female;0;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;444;444;Yes
1724-BQUHA;Male;1;No;No;5;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;895;4777;Yes
3948-KXDUF;Male;0;No;No;66;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);6875;444755;No
2323-ARSVR;Male;0;Yes;No;67;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;11105;732105;No
0815-MFZGM;Female;0;Yes;No;42;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);99;4135;No
4826-XTSOH;Male;1;Yes;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8605;8605;Yes
5480-XTFFL;Female;0;Yes;Yes;31;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;21;6977;No
8295-FHIVV;Male;0;No;No;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;194;16865;No
2495-INZWQ;Male;0;No;No;4;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;4455;1743;Yes
9086-YJYXS;Male;0;Yes;Yes;34;Yes;Yes;DSL;No;No;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);772;27538;No
1179-INLAT;Male;0;No;No;3;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;1945;6925;No
7909-FIOIY;Female;0;Yes;Yes;19;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;2485;4348;No
4139-SUGLD;Male;0;Yes;Yes;31;No;No phone service;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Bank transfer (automatic);354;10775;Yes
6857-VWJDT;Female;0;No;No;1;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;9565;9565;Yes
6351-SCJKT;Male;0;No;No;3;No;No phone service;DSL;Yes;No;Yes;Yes;No;No;Month-to-month;No;Mailed check;4135;10725;No
5468-BPMMO;Male;0;Yes;No;46;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;196;8512;No
5624-BQSSA;Female;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2095;2095;Yes
0197-PNKNK;Female;0;Yes;Yes;69;Yes;Yes;Fiber optic;Yes;No;Yes;No;No;No;One year;No;Bank transfer (automatic);8445;58486;No
2439-QKJUL;Male;0;No;No;5;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2025;1098;No
1194-SPVSP;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);1965;1965;No
9534-NSXEM;Male;0;No;No;26;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);2065;5955;No
2408-WITXK;Female;1;No;No;10;No;No phone service;DSL;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;347;3298;Yes
8929-KSWIH;Male;0;No;No;25;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;No;Bank transfer (automatic);993;25135;No
2250-IVBWA;Male;0;Yes;Yes;64;Yes;No;Fiber optic;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;8105;513535;No
1810-MVMAI;Male;0;Yes;Yes;30;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Month-to-month;No;Electronic check;676;20002;No
9506-UXUSK;Male;0;No;No;13;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7015;93175;No
1229-RCALF;Female;0;Yes;No;64;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;115;739615;No
3572-UOLYZ;Female;0;No;Yes;46;Yes;Yes;Fiber optic;No;No;Yes;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);848;395885;No
1429-UYJSV;Female;0;No;No;12;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;197;2609;No
5577-OTWWW;Female;0;No;No;15;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Bank transfer (automatic);1975;2973;Yes
6100-QQHEB;Male;0;Yes;Yes;17;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;9255;15151;Yes
6366-XIVKZ;Female;0;Yes;Yes;13;Yes;No;DSL;Yes;No;Yes;No;No;Yes;Month-to-month;Yes;Mailed check;6315;8168;No
3470-OBUET;Female;0;Yes;Yes;67;Yes;Yes;DSL;Yes;Yes;No;Yes;Yes;No;Two year;No;Credit card (automatic);74;48684;No
2770-NSVDG;Male;0;Yes;No;24;No;No phone service;DSL;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;291;688;No
9375-MHRRS;Male;0;No;No;6;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;No;Mailed check;5005;28835;No
2634-HCZGT;Male;1;Yes;No;53;Yes;Yes;DSL;Yes;No;No;Yes;No;No;One year;Yes;Electronic check;6005;322965;Yes
7503-QQRVF;Male;1;Yes;No;16;Yes;No;Fiber optic;No;Yes;No;No;No;No;Month-to-month;Yes;Credit card (automatic);743;117825;Yes
4860-YZGZM;Male;0;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;20;1854;No
6599-GZWCM;Female;0;No;No;13;Yes;No;Fiber optic;No;Yes;No;No;No;No;One year;Yes;Mailed check;7465;96625;No
2691-NZETQ;Male;0;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;8535;7586;Yes
4404-HIBDJ;Female;0;No;No;25;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;No;One year;No;Mailed check;743;18638;Yes
5533-NHFRF;Male;1;No;No;7;No;No phone service;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Electronic check;444;2658;No
7037-MTYVW;Male;0;Yes;Yes;38;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);854;3297;No
4760-THGOT;Female;0;Yes;No;43;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;941;41073;No
7295-JOMMD;Female;0;No;Yes;4;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);981;3963;Yes
4016-BJKTZ;Female;0;No;No;25;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;No;Electronic check;1089;280905;No
6584-VQMYT;Male;0;No;Yes;27;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;No;Mailed check;562;156755;No
9838-BFCQT;Male;0;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;261;185145;No
2790-XUYMV;Male;0;No;Yes;71;Yes;Yes;Fiber optic;Yes;Yes;No;No;No;No;One year;Yes;Credit card (automatic);8545;602895;No
0581-MDMPW;Female;0;No;No;24;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Credit card (automatic);8895;207275;No
5013-SBUIH;Female;0;No;No;50;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Electronic check;10965;555115;Yes
1023-BQXZE;Male;0;No;No;57;Yes;No;DSL;Yes;No;Yes;No;Yes;Yes;Two year;Yes;Bank transfer (automatic);7435;431735;No
9163-GHAYE;Female;0;No;No;15;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Electronic check;4885;7368;No
3904-UKFRE;Male;0;No;No;4;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;801;33615;No
5353-WILCI;Female;0;No;No;28;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;5605;152265;No
0709-TVGUR;Female;1;No;No;9;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;7455;6229;Yes
0058-EVZWM;Female;0;Yes;No;55;Yes;Yes;Fiber optic;Yes;No;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);898;49596;No
6023-YEBUP;Male;0;No;No;3;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;10095;32995;Yes
7209-JCUDS;Male;0;No;No;10;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;949;104885;Yes
7009-PCARS;Male;0;No;Yes;55;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);191;10015;No
0519-DRGTI;Female;0;Yes;Yes;20;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;2035;4426;No
1017-FBQMM;Female;0;Yes;Yes;62;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Credit card (automatic);10605;67035;No
3001-CBHLQ;Male;1;Yes;No;32;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;1049;335155;Yes
1985-MBRYP;Female;0;No;No;43;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);1965;77925;No
6158-DWPZT;Male;0;Yes;No;9;No;No phone service;DSL;No;No;No;No;No;No;One year;No;Bank transfer (automatic);241;2598;Yes
9372-TXXPS;Female;0;Yes;No;60;Yes;No;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Bank transfer (automatic);5985;348345;No
3259-QMXUN;Male;0;Yes;No;58;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;861;48905;No
1015-JPFYW;Male;0;No;Yes;7;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;1945;13675;No
6645-MXQJT;Male;0;Yes;Yes;2;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;971;18415;No
4360-QRAVE;Male;1;No;No;37;No;No phone service;DSL;No;Yes;Yes;No;No;No;Month-to-month;No;Electronic check;3665;1315;No
8433-WPJTV;Female;1;Yes;Yes;65;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);1039;67671;No
5804-JMYIO;Female;0;Yes;Yes;39;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1975;75795;No
3763-GCZHZ;Male;0;Yes;No;66;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;One year;Yes;Electronic check;10405;6890;Yes
6484-LATFU;Male;0;No;No;68;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2455;16574;No
7599-NTMDP;Female;0;Yes;Yes;62;No;No phone service;DSL;Yes;Yes;No;Yes;Yes;No;Two year;No;Bank transfer (automatic);487;300855;No
0772-GYEQQ;Male;0;No;No;3;Yes;No;Fiber optic;No;No;Yes;Yes;Yes;No;Month-to-month;Yes;Mailed check;8835;26205;Yes
0536-ACXIP;Female;0;Yes;No;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Two year;Yes;Electronic check;10955;81651;No
0936-NQLJU;Female;0;Yes;No;41;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);2065;87555;No
4831-EOBFE;Male;0;Yes;Yes;29;Yes;No;Fiber optic;Yes;No;No;No;Yes;Yes;Month-to-month;No;Credit card (automatic);9465;264915;Yes
1575-KRZZE;Female;0;No;No;4;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Electronic check;552;22065;No
3251-YMVWZ;Male;0;No;No;53;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);2405;13019;No
4102-OQUPX;Male;1;Yes;No;1;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;744;744;Yes
9170-GYZJC;Female;0;Yes;Yes;41;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;Yes;Month-to-month;No;Credit card (automatic);799;33262;Yes
4884-LEVMQ;Male;0;Yes;No;39;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);2045;790;No
8857-CUPFQ;Male;0;Yes;No;63;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;1925;123765;No
7610-TVOPG;Male;0;No;No;15;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Electronic check;2635;3786;No
3638-DIMPH;Female;0;Yes;No;13;Yes;No;DSL;No;No;No;No;No;No;One year;No;Electronic check;438;59265;No
1845-ZLLIG;Male;0;No;No;1;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;5015;5015;No
8559-WNQZS;Male;0;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2045;2045;No
